longitude,latitude,updated_type,updated_subtype,count
-87.66,41.93,Road Closed,Unclassified,32
-87.68,41.95,Road Closed,Unclassified,32
-87.62,41.8,Hazard,Hazard - Road,32
-87.73,41.87,Hazard,Unclassified,32
-87.66,41.73,Hazard,Hazard - Road,32
-87.74,41.89,Hazard,Hazard - Road,32
-87.57,41.77,Accident,Unclassified,32
-87.72,41.88,Hazard,Hazard - Shoulder,32
-87.63,41.89,Jam,Moderate Traffic,32
-87.57,41.76,Hazard,Hazard - Road,32
-87.7,41.93,Road Closed,Unclassified,32
-87.59,41.71,Accident,Major Accident,32
-87.65,41.99,Hazard,Hazard - Shoulder,31
-87.77,41.9,Jam,Unclassified,31
-87.69,41.85,Jam,Unclassified,31
-87.62,41.9,Hazard,Flood,31
-87.74,41.98,Hazard,Hazard - Shoulder,31
-87.74,41.82,Hazard,Flood,31
-87.69,41.93,Accident,Minor Accident,31
-87.71,41.97,Accident,Unclassified,31
-87.74,41.75,Jam,Standstill Traffic,31
-87.72,41.92,Jam,Standstill Traffic,31
-87.74,41.75,Jam,Unclassified,31
-87.67,41.87,Hazard,Hazard - Shoulder,31
-87.73,41.76,Hazard,Hazard - Road,31
-87.66,41.81,Jam,Standstill Traffic,31
-87.72,41.82,Jam,Moderate Traffic,31
-87.6,41.82,Jam,Heavy Traffic,31
-87.65,41.93,Jam,Moderate Traffic,31
-87.66,41.8,Jam,Heavy Traffic,31
-87.63,41.87,Road Closed,Event,31
-87.64,41.86,Hazard,Flood,31
-87.72,41.94,Road Closed,Unclassified,31
-87.69,41.77,Hazard,Hazard - Road,31
-87.65,41.95,Jam,Moderate Traffic,31
-87.61,41.71,Road Closed,Unclassified,31
-87.64,41.69,Hazard,Hazard - Road,31
-87.64,41.71,Road Closed,Unclassified,31
-87.78,41.91,Jam,Standstill Traffic,31
-87.75,41.92,Accident,Unclassified,31
-87.76,42.0,Accident,Unclassified,31
-87.84,41.99,Hazard,Hazard - Shoulder,31
-87.6,41.75,Hazard,Hazard - Road,31
-87.72,41.99,Jam,Unclassified,31
-87.81,41.92,Jam,Unclassified,31
-87.68,41.78,Jam,Unclassified,31
-87.63,41.86,Accident,Unclassified,31
-87.63,41.75,Accident,Major Accident,31
-87.88,41.96,Jam,Heavy Traffic,31
-87.68,41.91,Road Closed,Unclassified,31
-87.62,41.91,Jam,Heavy Traffic,30
-87.6,41.79,Jam,Standstill Traffic,30
-87.58,41.77,Jam,Unclassified,30
-87.7,41.98,Hazard,Hazard - Shoulder,30
-87.84,41.96,Jam,Unclassified,30
-87.74,41.9,Jam,Standstill Traffic,30
-87.88,41.99,Jam,Unclassified,30
-87.58,41.71,Jam,Standstill Traffic,30
-87.73,42.0,Jam,Standstill Traffic,30
-87.63,41.93,Hazard,Flood,30
-87.69,41.83,Accident,Major Accident,30
-87.69,41.82,Jam,Unclassified,30
-87.81,41.93,Jam,Unclassified,30
-87.64,41.74,Jam,Heavy Traffic,30
-87.75,41.95,Hazard,Hazard - Shoulder,30
-87.65,41.87,Road Closed,Unclassified,30
-87.62,41.86,Road Closed,Event,30
-87.7,41.79,Jam,Unclassified,30
-87.69,41.94,Hazard,Hazard - Shoulder,30
-87.71,41.83,Jam,Moderate Traffic,30
-87.66,41.68,Hazard,Hazard - Shoulder,30
-87.62,41.9,Accident,Major Accident,30
-87.66,41.71,Jam,Standstill Traffic,30
-87.69,42.02,Hazard,Hazard - Road,30
-87.72,41.79,Jam,Standstill Traffic,30
-87.75,42.0,Jam,Unclassified,30
-87.82,41.98,Jam,Moderate Traffic,30
-87.76,41.91,Jam,Standstill Traffic,30
-87.79,41.94,Jam,Unclassified,30
-87.59,41.81,Road Closed,Unclassified,30
-87.7,41.84,Accident,Unclassified,30
-87.65,41.85,Jam,Moderate Traffic,30
-87.72,41.85,Jam,Unclassified,30
-87.6,41.7,Accident,Unclassified,30
-87.64,41.7,Hazard,Hazard - Road,30
-87.67,41.71,Jam,Unclassified,29
-87.58,41.66,Jam,Heavy Traffic,29
-87.63,41.83,Accident,Minor Accident,29
-87.63,41.77,Hazard,Unclassified,29
-87.69,41.89,Accident,Unclassified,29
-87.74,41.89,Jam,Standstill Traffic,29
-87.63,41.83,Road Closed,Event,29
-87.57,41.78,Jam,Standstill Traffic,29
-87.62,41.78,Jam,Standstill Traffic,29
-87.82,42.0,Hazard,Unclassified,29
-87.88,41.98,Accident,Unclassified,29
-87.8,41.76,Jam,Standstill Traffic,29
-87.84,41.95,Accident,Unclassified,29
-87.77,41.91,Hazard,Hazard - Road,29
-87.66,41.79,Jam,Heavy Traffic,29
-87.57,41.74,Jam,Unclassified,29
-87.77,41.98,Jam,Moderate Traffic,29
-87.65,41.94,Jam,Moderate Traffic,29
-87.62,41.69,Hazard,Hazard - Road,29
-87.67,42.0,Road Closed,Unclassified,29
-87.68,41.79,Hazard,Hazard - Shoulder,29
-87.66,41.87,Jam,Unclassified,29
-87.61,41.66,Hazard,Hazard - Road,29
-87.69,42.0,Accident,Unclassified,29
-87.77,42.01,Jam,Standstill Traffic,29
-87.65,41.89,Hazard,Flood,29
-87.78,41.93,Hazard,Hazard - Road,29
-87.79,41.79,Jam,Standstill Traffic,29
-87.68,41.8,Accident,Unclassified,29
-87.72,41.77,Jam,Heavy Traffic,29
-87.7,41.75,Jam,Unclassified,29
-87.7,41.95,Accident,Unclassified,29
-87.7,41.74,Hazard,Hazard - Road,29
-87.7,41.94,Road Closed,Unclassified,29
-87.63,41.81,Accident,Minor Accident,29
-87.69,41.97,Road Closed,Unclassified,29
-87.69,41.9,Accident,Unclassified,29
-87.62,41.9,Hazard,Fog,28
-87.66,41.72,Jam,Unclassified,28
-87.72,41.76,Jam,Heavy Traffic,28
-87.63,41.79,Accident,Minor Accident,28
-87.89,41.99,Hazard,Hazard - Road,28
-87.72,41.81,Hazard,Hazard - Shoulder,28
-87.67,41.76,Hazard,Hazard - Road,28
-87.61,41.83,Accident,Unclassified,28
-87.61,41.77,Jam,Standstill Traffic,28
-87.61,41.88,Jam,Unclassified,28
-87.82,41.98,Accident,Major Accident,28
-87.76,41.94,Jam,Unclassified,28
-87.66,41.86,Jam,Unclassified,28
-87.66,41.86,Jam,Standstill Traffic,28
-87.72,41.9,Accident,Unclassified,28
-87.73,41.85,Hazard,Hazard - Shoulder,28
-87.76,41.93,Jam,Standstill Traffic,28
-87.74,41.95,Accident,Unclassified,28
-87.71,41.93,Hazard,Hazard - Shoulder,28
-87.7,41.84,Hazard,Hazard - Shoulder,28
-87.68,41.8,Jam,Unclassified,28
-87.81,41.97,Jam,Unclassified,28
-87.7,41.82,Jam,Standstill Traffic,28
-87.64,41.72,Accident,Unclassified,28
-87.71,41.88,Jam,Standstill Traffic,28
-87.62,41.82,Jam,Unclassified,28
-87.64,41.93,Road Closed,Event,28
-87.73,41.92,Accident,Unclassified,28
-87.64,41.9,Road Closed,Unclassified,28
-87.72,41.93,Road Closed,Unclassified,28
-87.75,41.96,Accident,Major Accident,28
-87.6,41.83,Accident,Unclassified,28
-87.67,41.92,Hazard,Flood,28
-87.74,41.99,Jam,Unclassified,28
-87.66,42.01,Accident,Unclassified,28
-87.75,41.97,Accident,Minor Accident,28
-87.69,41.97,Accident,Unclassified,28
-87.7,41.78,Jam,Heavy Traffic,28
-87.6,41.83,Jam,Unclassified,28
-87.73,41.96,Jam,Moderate Traffic,28
-87.73,41.96,Road Closed,Unclassified,28
-87.75,41.96,Jam,Moderate Traffic,28
-87.67,41.96,Hazard,Hazard - Shoulder,28
-87.77,41.88,Jam,Unclassified,27
-87.71,41.74,Jam,Heavy Traffic,27
-87.69,41.97,Jam,Moderate Traffic,27
-87.83,41.98,Hazard,Unclassified,27
-87.67,41.95,Hazard,Hazard - Shoulder,27
-87.7,41.91,Hazard,Hazard - Shoulder,27
-87.67,41.85,Accident,Unclassified,27
-87.7,41.94,Jam,Moderate Traffic,27
-87.68,42.0,Hazard,Flood,27
-87.7,42.0,Accident,Unclassified,27
-87.67,41.86,Accident,Unclassified,27
-87.7,41.89,Accident,Unclassified,27
-87.63,41.72,Accident,Unclassified,27
-87.63,41.94,Accident,Unclassified,27
-87.77,41.89,Jam,Unclassified,27
-87.62,41.76,Jam,Heavy Traffic,27
-87.67,41.97,Road Closed,Unclassified,27
-87.64,41.86,Hazard,Unclassified,27
-87.64,41.93,Hazard,Hazard - Shoulder,27
-87.69,41.92,Road Closed,Unclassified,27
-87.56,41.67,Jam,Standstill Traffic,27
-87.68,41.83,Hazard,Flood,27
-87.78,41.92,Jam,Unclassified,27
-87.62,41.78,Jam,Unclassified,27
-87.66,41.97,Accident,Unclassified,27
-87.59,41.78,Jam,Heavy Traffic,27
-87.84,41.94,Hazard,Hazard - Shoulder,27
-87.74,41.96,Road Closed,Unclassified,27
-87.7,41.9,Accident,Unclassified,27
-87.75,41.96,Accident,Minor Accident,27
-87.69,41.89,Hazard,Hazard - Shoulder,27
-87.84,41.94,Accident,Unclassified,27
-87.68,41.81,Jam,Standstill Traffic,27
-87.73,41.75,Hazard,Hazard - Road,27
-87.71,41.93,Accident,Unclassified,27
-87.63,41.76,Jam,Moderate Traffic,27
-87.68,41.95,Hazard,Hazard - Shoulder,26
-87.68,41.71,Hazard,Hazard - Road,26
-87.63,41.84,Accident,Minor Accident,26
-87.91,41.98,Jam,Unclassified,26
-87.68,42.02,Jam,Standstill Traffic,26
-87.74,41.98,Jam,Unclassified,26
-87.73,41.77,Jam,Standstill Traffic,26
-87.63,41.78,Road Closed,Unclassified,26
-87.59,41.75,Jam,Unclassified,26
-87.65,41.94,Accident,Unclassified,26
-87.84,41.95,Hazard,Hazard - Shoulder,26
-87.59,41.82,Hazard,Hazard - Road,26
-87.64,41.94,Jam,Moderate Traffic,26
-87.83,42.01,Hazard,Hazard - Road,26
-87.67,41.96,Road Closed,Unclassified,26
-87.59,41.7,Accident,Major Accident,26
-87.71,41.75,Jam,Unclassified,26
-87.73,41.91,Accident,Unclassified,26
-87.62,41.89,Hazard,Weather,26
-87.65,41.89,Hazard,Unclassified,26
-87.58,41.65,Accident,Major Accident,26
-87.62,41.84,Jam,Unclassified,26
-87.76,41.97,Accident,Minor Accident,26
-87.62,41.73,Jam,Moderate Traffic,26
-87.61,41.83,Jam,Unclassified,26
-87.76,41.8,Hazard,Hazard - Shoulder,26
-87.66,41.97,Road Closed,Unclassified,26
-87.62,41.76,Hazard,Hazard - Shoulder,26
-87.74,41.95,Hazard,Hazard - Shoulder,26
-87.75,41.99,Accident,Major Accident,26
-87.72,41.68,Hazard,Hazard - Road,26
-87.59,41.73,Jam,Unclassified,26
-87.64,41.86,Road Closed,Unclassified,26
-87.75,41.99,Jam,Moderate Traffic,26
-87.7,41.92,Hazard,Hazard - Shoulder,26
-87.72,41.78,Accident,Unclassified,26
-87.74,41.97,Road Closed,Unclassified,26
-87.63,41.66,Hazard,Hazard - Road,26
-87.75,41.89,Hazard,Hazard - Shoulder,26
-87.69,41.95,Jam,Moderate Traffic,26
-87.67,41.81,Jam,Standstill Traffic,26
-87.67,41.84,Hazard,Flood,26
-87.66,41.84,Hazard,Flood,26
-87.71,41.79,Jam,Heavy Traffic,26
-87.64,41.93,Accident,Unclassified,26
-87.81,41.99,Jam,Heavy Traffic,26
-87.8,41.96,Jam,Standstill Traffic,26
-87.69,41.69,Jam,Standstill Traffic,25
-87.66,41.69,Jam,Unclassified,25
-87.65,41.87,Accident,Minor Accident,25
-87.77,41.91,Jam,Standstill Traffic,25
-87.85,41.97,Hazard,Hazard - Shoulder,25
-87.66,41.99,Road Closed,Event,25
-87.76,41.78,Jam,Heavy Traffic,25
-87.58,41.66,Accident,Unclassified,25
-87.7,41.76,Hazard,Hazard - Road,25
-87.76,41.99,Hazard,Hazard - Road,25
-87.69,41.93,Hazard,Flood,25
-87.73,41.78,Hazard,Hazard - Road,25
-87.66,42.01,Hazard,Hazard - Shoulder,25
-87.72,41.77,Jam,Standstill Traffic,25
-87.72,41.75,Jam,Heavy Traffic,25
-87.59,41.67,Accident,Unclassified,25
-87.69,41.96,Accident,Unclassified,25
-87.73,41.84,Jam,Unclassified,25
-87.63,41.78,Jam,Moderate Traffic,25
-87.67,41.83,Jam,Unclassified,25
-87.69,41.98,Road Closed,Unclassified,25
-87.69,41.99,Jam,Moderate Traffic,25
-87.67,41.9,Hazard,Hazard - Shoulder,25
-87.63,41.7,Hazard,Hazard - Road,25
-87.68,41.76,Road Closed,Unclassified,25
-87.79,41.98,Accident,Minor Accident,25
-87.68,41.7,Hazard,Hazard - Road,25
-87.61,41.83,Jam,Heavy Traffic,25
-87.58,41.78,Hazard,Flood,25
-87.7,41.8,Jam,Standstill Traffic,25
-87.69,41.91,Accident,Unclassified,25
-87.74,41.75,Accident,Unclassified,25
-87.64,41.83,Jam,Standstill Traffic,25
-87.62,41.88,Accident,Minor Accident,25
-87.8,41.8,Jam,Standstill Traffic,25
-87.71,41.78,Hazard,Hazard - Road,25
-87.69,41.8,Jam,Heavy Traffic,25
-87.77,41.98,Accident,Major Accident,25
-87.64,41.92,Accident,Unclassified,25
-87.71,41.79,Hazard,Hazard - Road,25
-87.68,41.92,Accident,Major Accident,25
-87.8,41.93,Jam,Heavy Traffic,25
-87.72,41.87,Hazard,Unclassified,25
-87.67,41.94,Jam,Moderate Traffic,25
-87.67,41.94,Accident,Unclassified,25
-87.69,41.85,Hazard,Hazard - Shoulder,25
-87.62,41.77,Accident,Unclassified,25
-87.71,41.89,Jam,Standstill Traffic,25
-87.67,42.02,Hazard,Hazard - Shoulder,24
-87.58,41.81,Hazard,Hazard - Shoulder,24
-87.87,42.01,Hazard,Hazard - Shoulder,24
-87.67,41.93,Jam,Moderate Traffic,24
-87.81,41.92,Hazard,Hazard - Road,24
-87.7,41.8,Jam,Unclassified,24
-87.75,41.94,Accident,Unclassified,24
-87.74,41.87,Road Closed,Unclassified,24
-87.66,41.84,Accident,Minor Accident,24
-87.78,41.93,Jam,Unclassified,24
-87.73,41.79,Jam,Unclassified,24
-87.63,41.75,Hazard,Unclassified,24
-87.68,41.81,Hazard,Hazard - Shoulder,24
-87.64,41.96,Hazard,Hazard - Shoulder,24
-87.66,41.86,Accident,Unclassified,24
-87.7,41.74,Jam,Heavy Traffic,24
-87.9,41.95,Hazard,Hazard - Road,24
-87.63,41.92,Road Closed,Unclassified,24
-87.73,41.99,Accident,Unclassified,24
-87.68,41.78,Jam,Standstill Traffic,24
-87.68,41.77,Jam,Unclassified,24
-87.71,41.99,Jam,Moderate Traffic,24
-87.66,41.9,Hazard,Unclassified,24
-87.73,41.95,Accident,Minor Accident,24
-87.68,41.72,Hazard,Hazard - Road,24
-87.73,41.94,Accident,Unclassified,24
-87.93,41.98,Hazard,Unclassified,24
-87.63,41.88,Hazard,Unclassified,24
-87.69,41.92,Hazard,Hazard - Shoulder,24
-87.68,41.92,Road Closed,Unclassified,24
-87.71,41.85,Jam,Unclassified,24
-87.71,41.84,Jam,Standstill Traffic,24
-87.65,41.72,Jam,Unclassified,24
-87.71,41.89,Jam,Unclassified,24
-87.7,41.89,Hazard,Hazard - Shoulder,24
-87.69,41.81,Hazard,Hazard - Road,24
-87.69,41.79,Jam,Unclassified,24
-87.64,41.79,Hazard,Hazard - Shoulder,24
-87.69,41.84,Hazard,Flood,24
-87.67,41.94,Hazard,Hazard - Shoulder,24
-87.72,41.96,Road Closed,Unclassified,24
-87.71,41.88,Jam,Unclassified,24
-87.65,41.69,Hazard,Hazard - Road,24
-87.62,41.87,Accident,Minor Accident,23
-87.71,41.84,Jam,Unclassified,23
-87.67,41.74,Jam,Unclassified,23
-87.63,41.78,Accident,Minor Accident,23
-87.67,41.89,Accident,Unclassified,23
-87.65,41.7,Hazard,Hazard - Road,23
-87.71,41.77,Hazard,Hazard - Road,23
-87.63,41.74,Road Closed,Unclassified,23
-87.65,41.87,Jam,Moderate Traffic,23
-87.71,41.85,Accident,Unclassified,23
-87.7,41.85,Hazard,Hazard - Shoulder,23
-87.71,41.85,Jam,Standstill Traffic,23
-87.7,41.75,Accident,Unclassified,23
-87.62,41.9,Jam,Moderate Traffic,23
-87.7,41.78,Jam,Unclassified,23
-87.61,41.72,Hazard,Hazard - Road,23
-87.72,41.94,Jam,Moderate Traffic,23
-87.76,41.79,Hazard,Hazard - Shoulder,23
-87.79,41.79,Jam,Unclassified,23
-87.66,41.68,Hazard,Hazard - Road,23
-87.73,41.86,Jam,Heavy Traffic,23
-87.73,42.0,Jam,Unclassified,23
-87.73,41.85,Accident,Unclassified,23
-87.7,42.01,Accident,Unclassified,23
-87.68,41.81,Accident,Unclassified,23
-87.63,41.91,Jam,Moderate Traffic,23
-87.77,41.91,Accident,Unclassified,23
-87.59,41.77,Hazard,Hazard - Shoulder,23
-87.72,41.88,Accident,Unclassified,23
-87.63,41.91,Accident,Minor Accident,23
-87.69,41.75,Hazard,Hazard - Road,23
-87.63,41.89,Hazard,Weather,23
-87.63,41.88,Jam,Moderate Traffic,23
-87.66,41.88,Jam,Moderate Traffic,23
-87.64,41.83,Jam,Heavy Traffic,23
-87.6,41.71,Jam,Moderate Traffic,23
-87.66,41.95,Hazard,Hazard - Shoulder,23
-87.59,41.75,Jam,Standstill Traffic,23
-87.59,41.75,Jam,Heavy Traffic,23
-87.62,41.76,Jam,Unclassified,23
-87.69,41.78,Jam,Heavy Traffic,23
-87.69,41.78,Jam,Unclassified,23
-87.59,41.75,Accident,Unclassified,23
-87.78,42.0,Accident,Unclassified,23
-87.63,41.85,Accident,Minor Accident,23
-87.81,41.95,Accident,Unclassified,23
-87.8,41.93,Jam,Unclassified,23
-87.56,41.71,Hazard,Hazard - Road,23
-87.69,41.71,Hazard,Hazard - Road,23
-87.74,41.85,Hazard,Hazard - Shoulder,23
-87.67,42.01,Jam,Standstill Traffic,23
-87.6,41.8,Jam,Unclassified,23
-87.67,42.02,Accident,Unclassified,23
-87.65,41.98,Road Closed,Unclassified,23
-87.59,41.79,Jam,Unclassified,23
-87.74,41.82,Accident,Minor Accident,23
-87.66,41.88,Road Closed,Event,23
-87.68,41.74,Hazard,Hazard - Road,23
-87.7,41.79,Jam,Standstill Traffic,22
-87.65,41.82,Jam,Standstill Traffic,22
-87.65,41.88,Hazard,Weather,22
-87.63,41.82,Accident,Minor Accident,22
-87.78,41.96,Jam,Standstill Traffic,22
-87.73,41.95,Hazard,Unclassified,22
-87.64,41.94,Hazard,Flood,22
-87.66,41.94,Hazard,Hazard - Shoulder,22
-87.64,41.74,Jam,Unclassified,22
-87.73,41.8,Jam,Standstill Traffic,22
-87.66,41.9,Hazard,Weather,22
-87.67,41.79,Jam,Heavy Traffic,22
-87.65,41.72,Jam,Standstill Traffic,22
-87.81,41.94,Accident,Unclassified,22
-87.68,42.02,Jam,Unclassified,22
-87.74,41.94,Jam,Unclassified,22
-87.61,41.76,Jam,Unclassified,22
-87.57,41.77,Jam,Standstill Traffic,22
-87.66,41.74,Jam,Unclassified,22
-87.57,41.78,Jam,Unclassified,22
-87.75,41.93,Accident,Unclassified,22
-87.8,41.93,Jam,Standstill Traffic,22
-87.58,41.76,Jam,Unclassified,22
-87.75,41.81,Accident,Unclassified,22
-87.75,41.9,Hazard,Hazard - Shoulder,22
-87.59,41.8,Accident,Unclassified,22
-87.67,41.72,Jam,Standstill Traffic,22
-87.88,41.99,Hazard,Unclassified,22
-87.69,42.01,Accident,Unclassified,22
-87.72,41.99,Jam,Standstill Traffic,22
-87.79,41.96,Jam,Heavy Traffic,22
-87.67,41.97,Accident,Unclassified,22
-87.71,41.81,Accident,Unclassified,22
-87.63,41.9,Road Closed,Event,22
-87.88,41.98,Hazard,Unclassified,22
-87.71,41.95,Jam,Moderate Traffic,22
-87.72,41.75,Jam,Unclassified,22
-87.66,41.99,Jam,Moderate Traffic,22
-87.69,41.86,Accident,Unclassified,21
-87.79,41.99,Accident,Unclassified,21
-87.83,41.97,Hazard,Unclassified,21
-87.79,41.96,Hazard,Hazard - Road,21
-87.72,41.85,Hazard,Hazard - Shoulder,21
-87.59,41.66,Hazard,Unclassified,21
-87.7,41.82,Hazard,Hazard - Shoulder,21
-87.68,41.8,Hazard,Hazard - Shoulder,21
-87.68,41.9,Accident,Unclassified,21
-87.77,41.87,Accident,Minor Accident,21
-87.78,41.99,Jam,Unclassified,21
-87.79,42.0,Hazard,Hazard - Shoulder,21
-87.7,41.82,Accident,Unclassified,21
-87.59,41.67,Jam,Standstill Traffic,21
-87.71,41.99,Hazard,Flood,21
-87.66,41.95,Jam,Moderate Traffic,21
-87.6,41.71,Accident,Major Accident,21
-87.75,41.91,Accident,Unclassified,21
-87.65,41.78,Hazard,Hazard - Road,21
-87.78,41.91,Jam,Unclassified,21
-87.65,41.99,Accident,Unclassified,21
-87.68,41.81,Jam,Unclassified,21
-87.73,41.8,Jam,Unclassified,21
-87.75,41.79,Jam,Unclassified,21
-87.71,41.97,Hazard,Hazard - Shoulder,21
-87.79,41.95,Accident,Unclassified,21
-87.69,41.87,Hazard,Hazard - Shoulder,21
-87.59,41.76,Jam,Unclassified,21
-87.8,41.78,Hazard,Hazard - Shoulder,21
-87.8,41.92,Jam,Unclassified,21
-87.7,41.99,Hazard,Hazard - Shoulder,21
-87.59,41.77,Jam,Standstill Traffic,21
-87.71,41.8,Jam,Heavy Traffic,21
-87.67,41.96,Accident,Unclassified,21
-87.64,41.89,Road Closed,Event,21
-87.74,41.87,Jam,Moderate Traffic,21
-87.65,41.9,Road Closed,Unclassified,21
-87.58,41.66,Hazard,Flood,21
-87.57,41.66,Jam,Unclassified,21
-87.63,41.84,Hazard,Flood,21
-87.85,41.98,Jam,Heavy Traffic,21
-87.63,41.91,Hazard,Weather,20
-87.64,41.85,Road Closed,Unclassified,20
-87.62,41.81,Jam,Unclassified,20
-87.64,41.71,Accident,Major Accident,20
-87.74,41.74,Jam,Heavy Traffic,20
-87.6,41.72,Jam,Unclassified,20
-87.62,41.87,Jam,Moderate Traffic,20
-87.69,41.95,Hazard,Hazard - Shoulder,20
-87.66,41.85,Jam,Unclassified,20
-87.62,41.73,Accident,Minor Accident,20
-87.82,41.97,Jam,Standstill Traffic,20
-87.9,41.98,Hazard,Unclassified,20
-87.61,41.74,Jam,Heavy Traffic,20
-87.78,41.89,Road Closed,Unclassified,20
-87.74,41.87,Hazard,Unclassified,20
-87.71,41.94,Accident,Minor Accident,20
-87.78,41.78,Jam,Standstill Traffic,20
-87.6,41.82,Jam,Unclassified,20
-87.63,41.73,Hazard,Hazard - Road,20
-87.77,41.99,Accident,Unclassified,20
-87.61,41.71,Jam,Moderate Traffic,20
-87.65,41.97,Hazard,Flood,20
-87.7,41.97,Hazard,Hazard - Shoulder,20
-87.75,41.79,Hazard,Hazard - Shoulder,20
-87.7,41.97,Road Closed,Unclassified,20
-87.63,41.72,Accident,Major Accident,20
-87.75,41.87,Hazard,Unclassified,20
-87.67,41.75,Hazard,Hazard - Road,20
-87.82,41.94,Hazard,Hazard - Road,20
-87.66,41.89,Accident,Major Accident,20
-87.64,41.68,Hazard,Hazard - Road,20
-87.76,41.87,Hazard,Unclassified,20
-87.74,41.85,Jam,Unclassified,20
-87.62,41.91,Jam,Standstill Traffic,20
-87.64,41.97,Jam,Standstill Traffic,20
-87.73,41.87,Accident,Minor Accident,20
-87.57,41.73,Hazard,Hazard - Road,20
-87.6,41.72,Hazard,Hazard - Road,20
-87.57,41.78,Accident,Unclassified,20
-87.69,41.86,Hazard,Hazard - Shoulder,20
-87.67,41.75,Jam,Unclassified,20
-87.68,41.87,Accident,Unclassified,20
-87.76,41.95,Road Closed,Unclassified,20
-87.7,41.86,Road Closed,Event,20
-87.67,41.95,Jam,Moderate Traffic,20
-87.66,41.77,Jam,Unclassified,20
-87.7,41.83,Jam,Moderate Traffic,20
-87.7,41.87,Accident,Major Accident,20
-87.66,41.78,Hazard,Hazard - Road,20
-87.8,41.94,Jam,Unclassified,20
-87.77,41.8,Hazard,Hazard - Road,20
-87.62,41.79,Accident,Unclassified,20
-87.74,41.99,Jam,Standstill Traffic,20
-87.79,41.78,Jam,Heavy Traffic,20
-87.76,41.94,Jam,Standstill Traffic,20
-87.72,41.85,Accident,Unclassified,20
-87.69,41.85,Accident,Unclassified,20
-87.67,41.78,Jam,Heavy Traffic,19
-87.56,41.71,Jam,Heavy Traffic,19
-87.73,41.88,Accident,Unclassified,19
-87.73,41.98,Accident,Unclassified,19
-87.6,41.79,Jam,Heavy Traffic,19
-87.62,41.71,Accident,Major Accident,19
-87.63,41.88,Hazard,Weather,19
-87.73,41.86,Jam,Standstill Traffic,19
-87.67,42.02,Jam,Unclassified,19
-87.69,41.81,Jam,Standstill Traffic,19
-87.63,41.79,Jam,Moderate Traffic,19
-87.65,41.91,Road Closed,Unclassified,19
-87.71,42.01,Jam,Unclassified,19
-87.76,41.95,Hazard,Hazard - Shoulder,19
-87.63,41.71,Jam,Unclassified,19
-87.58,41.66,Jam,Unclassified,19
-87.83,41.95,Hazard,Hazard - Road,19
-87.6,41.81,Hazard,Hazard - Shoulder,19
-87.71,41.86,Jam,Standstill Traffic,19
-87.65,41.88,Hazard,Unclassified,19
-87.62,41.66,Hazard,Hazard - Shoulder,19
-87.71,41.75,Jam,Heavy Traffic,19
-87.65,41.87,Road Closed,Event,19
-87.76,41.78,Hazard,Hazard - Shoulder,19
-87.67,41.88,Accident,Minor Accident,19
-87.81,42.01,Hazard,Hazard - Road,19
-87.61,41.71,Hazard,Flood,19
-87.66,41.98,Jam,Moderate Traffic,19
-87.63,41.91,Hazard,Fog,19
-87.64,41.94,Accident,Minor Accident,19
-87.88,41.98,Accident,Major Accident,19
-87.74,41.77,Jam,Unclassified,19
-87.7,41.77,Jam,Heavy Traffic,19
-87.64,41.95,Jam,Moderate Traffic,19
-87.63,41.9,Jam,Moderate Traffic,19
-87.66,41.81,Jam,Unclassified,19
-87.66,41.69,Road Closed,Unclassified,19
-87.69,41.94,Jam,Moderate Traffic,19
-87.57,41.74,Jam,Standstill Traffic,19
-87.57,41.74,Jam,Heavy Traffic,19
-87.76,41.9,Jam,Standstill Traffic,19
-87.69,41.79,Jam,Standstill Traffic,19
-87.66,41.74,Jam,Heavy Traffic,19
-87.66,41.82,Jam,Standstill Traffic,19
-87.67,41.92,Hazard,Unclassified,19
-87.75,41.96,Hazard,Unclassified,19
-87.78,41.99,Road Closed,Unclassified,19
-87.74,41.92,Jam,Standstill Traffic,19
-87.69,41.91,Hazard,Hazard - Shoulder,19
-87.65,41.85,Accident,Minor Accident,18
-87.59,41.8,Hazard,Hazard - Shoulder,18
-87.65,41.99,Road Closed,Event,18
-87.63,41.73,Hazard,Hazard - Shoulder,18
-87.76,41.91,Road Closed,Unclassified,18
-87.6,41.81,Jam,Unclassified,18
-87.78,41.93,Jam,Standstill Traffic,18
-87.65,41.91,Jam,Moderate Traffic,18
-87.64,41.83,Hazard,Unclassified,18
-87.7,41.95,Jam,Moderate Traffic,18
-87.76,41.8,Accident,Unclassified,18
-87.64,41.83,Jam,Unclassified,18
-87.8,41.94,Jam,Standstill Traffic,18
-87.67,41.74,Jam,Standstill Traffic,18
-87.61,41.85,Accident,Major Accident,18
-87.64,41.89,Accident,Major Accident,18
-87.61,41.78,Jam,Unclassified,18
-87.64,41.79,Jam,Heavy Traffic,18
-87.6,41.8,Jam,Heavy Traffic,18
-87.61,41.87,Jam,Standstill Traffic,18
-87.64,41.96,Jam,Unclassified,18
-87.68,41.92,Accident,Minor Accident,18
-87.79,41.93,Accident,Unclassified,18
-87.76,42.0,Hazard,Hazard - Shoulder,18
-87.69,41.78,Jam,Standstill Traffic,18
-87.8,41.99,Jam,Unclassified,18
-87.82,41.95,Jam,Heavy Traffic,18
-87.6,41.79,Jam,Unclassified,18
-87.61,41.77,Accident,Unclassified,18
